Subject,Semantic_Similarity_mean,Semantic_Similarity_std,Frequency_Value_mean,Frequency_Value_std,#_of_Items
5885f97f41da4500014d3645,0.2889482802793477,0.0520590682688553,7.193895054228011,0.9699824098816475,10
5d7ff4aa50fda7001a863736,0.29275896272760044,0.09822084652675538,7.2069749207452,0.8663664054787584,12
5f1f3581b5cf3e103cc545c9,0.2718879082350946,0.0590919057607262,7.196682047946207,0.4172770290466282,3
5f5aa60bef062519ff711fe6,0.3339239061421211,0.11674259244171865,6.87673995922848,0.8884791361645873,10
6001487015e5f62961639e7d,0.3060472066282894,0.13566197425288842,6.541307363452251,1.1368340613899681,16
600f9342e7bc5518fa9ca92a,0.2022968062763246,0.04883109914828125,7.344925797803223,0.4553178073059945,5
601f6a2231a2904b79df1671,0.42534415437119133,0.25868089042258524,6.670780757366696,0.7758997892188798,17
6073e0d481953bbd2cd61145,0.3980164394395907,0.10796269759375066,6.101230859232752,1.1638591010604182,11
6081806ab383aa89f6c61940,0.4025799601400096,0.24706586519237067,6.786141936373684,0.9821802558562063,12
60a48adfe091e410f4eaba34,0.3354968045415802,0.10719599429289395,6.5196517012390505,1.1562262079549996,16
60d731567049e5132e3cc4d4,0.38745639297343354,0.18926697810895424,6.313082337450604,1.0952734525226204,18
610c59ee34cc312d7ca55e45,0.3058221522151789,0.08785818870415393,6.77104248953514,1.2374050931161467,11
61363ce02e6022a741d63a6e,0.2564252695211059,0.10555705702202092,6.848259108361987,0.8399019510823282,14
629e241d171ec6698e05f149,0.35591787523024315,0.1218288555032058,6.730297973283235,1.2992032992472415,19
63619eb02e5bd8f4f7bd138a,0.29637612044589245,0.08406992693609229,7.008003203290074,1.0067096703408953,11
63e802622f8052bd67d6c5f0,0.315167195372236,0.08766713546537429,6.554018184196692,1.308853979280783,9
63ea4ab1ce4168cbe9f63775,0.32319245585974765,0.21490066908800695,7.082478836012727,0.9379380869125753,19
654108d38225e168af4b1fa0,0.31970765361462866,0.12836977101727584,6.758298377199769,1.1438574600555138,16
6554de7d91c1b1bf51104fda,0.32175267891369014,0.10376839284096402,7.141273906471058,0.8019227151571491,18
656e3caa43f1f7f0615252ff,0.3824628904684387,0.22199079278775175,6.567696994260106,0.9114004380091282,12
6596a5cad60ef105b6c18897,0.3085306211851571,0.14991820213744336,6.6840396183691935,1.0158979782017912,23
65c25cf77dca9d7ca7d9ebdb,0.34770338197827705,0.13219335496993298,6.886589933966385,1.0462229053366006,12
65cb63e160bb47fbf9349269,0.3682627432006282,0.1890562237369361,6.527736633511543,1.0206416942228203,20
65cc19b4b3d48a22dfc6756d,0.26821108285848594,0.07160649891158104,7.177046347748971,0.918972961586179,6
65d54b3b524fcafb543d1b23,0.481536680609687,0.30448464094000616,6.644556133647965,1.0711918120564174,14
65d6a09286a0c99e632a46dd,0.4568391565586171,0.2807909033516142,6.74218638842985,1.4040512116591317,12
65e1f75ab3efd22e847cfbf0,0.36746463070198637,0.21612778765086668,6.94174305710409,0.8695357358785099,14
65e358d9c5e3ee026268b2a7,0.25242606645204174,0.1129071824261352,6.889009739682988,1.0733869751831009,16
65e862f844f1b7a803bb3c5a,0.23485709991021925,0.09705850156316244,6.849517728273927,0.8580568639559136,12
