Subject,Fluency_Item,Semantic_Similarity,Frequency_Value
5d7ff4aa50fda7001a863736,hammer,0.0001,7.197415292597137
5d7ff4aa50fda7001a863736,screwdriver,0.4986931582189843,6.001457216271198
5d7ff4aa50fda7001a863736,drill,0.4337231146471181,7.393449371246766
5d7ff4aa50fda7001a863736,saw,0.42600410238836894,8.418680849630942
5d7ff4aa50fda7001a863736,chainsaw,0.44726729351322336,5.453888359611673
5d7ff4aa50fda7001a863736,axe,0.4703531873540996,6.880009975883822
5d7ff4aa50fda7001a863736,crowbar,0.3969466580600082,5.714948900486507
5d7ff4aa50fda7001a863736,wrench,0.5150248241211796,6.532825439548377
5d7ff4aa50fda7001a863736,router,0.3051602647072936,6.502316620319379
5f5aa60bef062519ff711fe6,saw,0.0001,8.418680849630942
5f5aa60bef062519ff711fe6,rake,0.2135617790932356,6.610868531869008
5f5aa60bef062519ff711fe6,planer,0.47739719374915646,6.021369183810317
5f5aa60bef062519ff711fe6,rake,0.47739719374915646,6.610868531869008
5f5aa60bef062519ff711fe6,screwdriver,0.2566132945263704,6.001457216271198
5f5aa60bef062519ff711fe6,wrench,0.5455780611434192,6.532825439548377
5f5aa60bef062519ff711fe6,vice,0.2643132872292212,8.097736775430873
5f5aa60bef062519ff711fe6,ladder,0.1645021438294536,7.141910132327245
5f5aa60bef062519ff711fe6,hammer,0.34877200339790004,7.197415292597137
5f5aa60bef062519ff711fe6,mallet,0.597106378575722,6.370154884897625
5f5aa60bef062519ff711fe6,pickaxe,0.5132670087121359,5.3474783332713915
5f5aa60bef062519ff711fe6,axe,0.45649308453053217,6.880009975883822
5f5aa60bef062519ff711fe6,pliers,0.29178543118127687,6.10150787124891
60a48adfe091e410f4eaba34,hammer,0.0001,7.197415292597137
60a48adfe091e410f4eaba34,drill,0.5555143875613927,7.393449371246766
60a48adfe091e410f4eaba34,chisel,0.49491352378778686,6.444758139888417
60a48adfe091e410f4eaba34,screwdriver,0.5153759195158629,6.001457216271198
60a48adfe091e410f4eaba34,drill,0.4337231146471181,7.393449371246766
60a48adfe091e410f4eaba34,mallet,0.44159112041186777,6.370154884897625
60a48adfe091e410f4eaba34,file,0.17877635371198797,8.13081476144913
60a48adfe091e410f4eaba34,chainsaw,0.20623672026389583,5.453888359611673
